tweet,label,original_split
lmfaooooooooooooo na why church dey tire me rich person testimony dey different always different from broke person own,negative,train
lol really though why una always dey give us middle finger for your pictures na we offend you,negative,train
oluwa wetin dey happen for netflix dem go use am sub their exestweets like if i had stayed with that one maybe thats how i would have ended,negative,train
wetin push me go do this kind work na biscuits bone remain abeg i no do again tanigbolaamos please help tag until they see this visual siscobowzfilms,negative,train
abroad ko abroad ni my account be looking like a hr clock if it was to be an airtime sef i cant even say hellohow far na me abeg call me back,negative,train
sanwo olu ti aláro ba nipe o ma da fun e alalé o ni je ko da fun e in fact awon mejeji o le agree ko da fun e sef you fucking cunt,negative,train
sha said im sorry na okay im still sorry,negative,train
epele jor youll be fine im sure person like you wetin you want burn flesh no dey anywhere oh you want to turn to spaghetti,negative,train
this is current situation i dey like this if i mistakenly jam egg seller na beat dem go beat me nothing go comot my pocket,negative,train
you de like person wey de stuffer from ebola sorry you be like wetin ebola de suffer from,negative,train
lol i don forget na years ago no vex,negative,train
dis woman just dey fine everyday i hope baba still dey chop ur work well,negative,train
nothing is more beautiful than seeing ur woman with no make up in one of ur best tee shirts or polo thats too big for her rocking it with one super killing bumshot doing kuruukeree ur side god waytin dey encapsulate na god make e circumnavigate reach me too na,negative,train
as u talk say u de support man utd i com de feel say dis beauty went to the wrong person its all love thoo,negative,train
omo na true oh money wey him borrow me he dey collect am back,negative,train
hello na she be this na sha wan spoil the trend,negative,train
im really sorry im used to keeping to myself and my guys shey u even rejected my j when i gave you last last sha na me fuck up sorry,negative,train
as dis mfs wey on the field wen my boiz came to town years back hope u remember the goals bashings back to back sha,negative,train
you people are cheap niyen o una done dey forget our best boss you done even give hin title out in less than month,negative,train
e con be like say we wey never invest in bitcoin no get plan for our future ‍️‍️‍️‍️ i dey wait make he reduce na to sell my pops land go invest but dis thing just dey rise like yeast,negative,train
nawa o must i buy everything ni why are you people not nice na book i wan read i no kill person and i no get money ‍️edakun,negative,train
dem don carry lolade go date she no de pick my call again naso life be,negative,train
just reread this and it sounds weird please im saying im learning work where kemi dey abeg,negative,train
na like league dem go dey na we dont hate them like that na just one more year make dem fight relegation small,negative,train
the way dem go drag this guy this season ehn sometimes it is players wey dem don too rate like this that makes that messi not playing in the epl argument kinda valid loool,negative,train
leave your fathers house leave your fathers house okay now i enter market spent more than k na leather way no full na him i come back with which kind wahala bdis,negative,train
i said thesame thing but e be like i no come sabi wey i dey talk,negative,train
